"id","year","y","n","k"
"2824","1989",8.50973892211914,3.71183896064758,8.17629718780518
"4626","1982",5.96659898757935,1.2870260477066,5.04588222503662
"4626","1983",5.28869009017944,0.955511391162872,4.86642599105835
"4626","1984",5.45486497879028,1.12655198574066,4.84300899505615
"4626","1985",5.45548915863037,1.14358603954315,4.90210914611816
"4626","1986",5.25750589370728,0.886243879795074,4.91883277893066
"4626","1987",5.17348003387451,0.881699323654175,4.9118161201477
"4626","1988",5.13177394866943,0.921477317810059,4.85661888122559
"4626","1989",5.17179298400879,0.948951482772827,4.88288402557373
"4644","1982",4.30364608764648,0.132781103253365,2.81804800033569
"4644","1983",4.04730701446533,-0.00803219992667437,2.98798203468323
"4644","1984",4.28419303894043,0.012916199862957,3.00675296783447
"4644","1985",4.38637399673462,0.070458397269249,3.07189297676086
"4644","1986",4.27393913269043,-0.0725706964731216,3.09245204925537
"4644","1987",4.21169805526733,-0.010050299577415,3.21177101135254
"4644","1988",4.37155199050903,0,3.25940799713135
"4644","1989",4.42978382110596,0.0535406991839409,3.3289430141449
"4816","1982",3.86110591888428,-0.223143503069878,2.25882792472839
"4816","1983",3.92195105552673,-0.223143503069878,2.34628009796143
"4816","1984",3.76860904693604,-0.223143503069878,2.50147104263306
"4816","1985",3.6524178981781,-0.274436891078949,2.66703796386719
"4816","1986",3.59344506263733,-0.510825574398041,2.67824101448059
"4816","1987",3.59742188453674,-0.510825574398041,2.71237397193909
"4816","1988",3.58022809028625,-0.465215086936951,2.72639894485474
"4816","1989",3.55030107498169,-0.522560894489288,2.69542193412781
"5313","1982",4.14324903488159,-0.407968193292618,2.32206797599792
"5313","1983",4.42891693115234,0.00995029974728823,2.91251993179321
"5313","1984",4.17622804641724,-0.287682086229324,3.32669806480408
"5313","1985",4.10031223297119,-0.776528775691986,3.17060589790344
"5313","1986",3.87268400192261,-1.13320398330688,2.91746306419373
"5313","1987",4.10800123214722,-1.11169803142548,2.88082599639893
"5313","1988",4.3452410697937,-0.975510120391846,2.86297988891602
"5313","1989",4.50570678710938,-0.884307682514191,2.86945700645447
"7903","1982",6.05823278427124,2.3533730506897,5.64508676528931
"7903","1983",6.50574588775635,2.5700900554657,6.0148138999939
"7903","1984",6.93065500259399,2.72778701782227,6.55917119979858
"7903","1985",6.4139518737793,2.61659288406372,6.71624422073364
"7903","1986",6.48035001754761,2.54333305358887,6.75701189041138
"7903","1987",6.90483093261719,2.89120507240295,7.04126501083374
"7903","1988",6.98707723617554,2.69577503204346,7.10342884063721
"7903","1989",6.92658615112305,2.57047200202942,7.1205358505249
"9158","1982",7.53487682342529,3.31680107116699,7.81627702713013
"9158","1983",7.53590297698975,3.15273594856262,7.90435981750488
"9158","1984",7.55313920974731,3.32143211364746,7.99267816543579
"9158","1985",7.5694751739502,3.4468080997467,8.11620235443115
"9158","1986",7.62341976165771,2.80940294265747,8.17568683624268
"9158","1987",7.66489791870117,2.49320602416992,8.21992111206055
"9158","1988",7.75719404220581,2.5877640247345,8.28959655761719
"9158","1989",7.7985668182373,2.64617490768433,8.37903022766113
"12041","1982",3.97062993049622,0.47436910867691,3.09196901321411
"12041","1983",3.98023891448975,0.471876889467239,3.03937697410583
"12041","1984",3.95577692985535,0.301584988832474,3.19769906997681
"12041","1985",3.78390097618103,0.397433012723923,3.29969310760498
"12041","1986",3.80963897705078,0.283674001693726,3.27876305580139
"12041","1987",3.87918996810913,0.268499195575714,3.28222608566284
"12041","1988",3.81919097900391,0.201306894421577,3.30188298225403
"12041","1989",3.76859593391418,0.00796820037066936,3.3677020072937
"17753","1982",3.07193088531494,-0.6931471824646,1.93933498859406
"17753","1983",3.1008460521698,-0.6931471824646,1.98210895061493
"17753","1984",3.14382100105286,-0.6931471824646,2.15314197540283
"17753","1985",3.13715100288391,-0.6931471824646,2.27923798561096
"17753","1986",3.17171311378479,-0.755022585391998,2.42726111412048
"17753","1987",3.18734407424927,-0.755022585391998,2.5359959602356
"17753","1988",3.10199594497681,-0.776528775691986,2.49893999099731
"17753","1989",3.10482692718506,-0.776528775691986,2.52807903289795
"19512","1982",8.90370464324951,3.79182004928589,8.58173179626465
"19512","1983",9.3495044708252,4.76856422424316,8.73896789550781
"19512","1984",9.3754825592041,4.74057483673096,8.84545135498047
"19512","1985",9.17530536651611,4.96842288970947,8.44102382659912
"19512","1986",9.40683746337891,4.92144012451172,8.5795316696167
"19512","1987",9.31614112854004,4.7475380897522,8.5614013671875
"19512","1988",9.34582901000977,4.69638109207153,8.55731296539307
"19512","1989",9.30715942382812,4.67376279830933,8.64632797241211
"20753","1982",4.13218402862549,0.113328702747822,3.41934609413147
"20753","1983",4.23377418518066,0.233489900827408,3.57565903663635
"20753","1984",4.33243799209595,0.403463095426559,4.08003282546997
"20753","1985",4.32025194168091,0.314810812473297,4.23485517501831
"20753","1986",4.28117084503174,0.148420006036758,4.12220191955566
"20753","1987",4.13059616088867,0.0295588001608849,4.15918016433716
"20753","1988",4.14264583587646,0.0246926005929708,4.17726182937622
"20753","1989",4.08885622024536,-0.0408219993114471,4.17182016372681
"20903","1982",3.55097389221191,-1.19732797145844,1.24940800666809
"20903","1983",4.0883059501648,-0.916290700435638,1.65402495861053
"20903","1984",4.0404839515686,-0.787457823753357,2.11229991912842
"20903","1985",3.93172192573547,-0.886731922626495,2.21082997322083
"20903","1986",3.88248896598816,-1.07880997657776,2.23885989189148
"20903","1987",3.83777403831482,-1.17118299007416,2.28929710388184
"20903","1988",3.90480494499207,-1.07880997657776,2.33178400993347
"20903","1989",3.9426920413971,-0.916290700435638,2.5784330368042
"22249","1982",8.62084102630615,3.71112990379333,8.71951389312744
"22249","1983",8.70549774169922,3.66612195968628,8.77923774719238
"22249","1984",8.75140285491943,3.71600794792175,8.83630561828613
"22249","1985",8.60684204101562,3.69137597084045,8.87531661987305
"22249","1986",8.47980499267578,3.57515096664429,8.91848468780518
"22249","1987",8.95763969421387,4.00733280181885,9.35151767730713
"22249","1988",9.1504373550415,4.07753801345825,9.3383378982544
"22249","1989",9.21677684783936,4.1042947769165,9.39241695404053
"22615","1982",3.38001203536987,-1.17441403865814,3.00582408905029
"22615","1983",3.16317892074585,-1.11779499053955,3.09541296958923
"22615","1984",3.41826701164246,-0.988861382007599,3.33952498435974
"22615","1985",3.82119798660278,-0.881889283657074,3.54557609558105
"22615","1986",3.97512888908386,-0.77870512008667,3.95966005325317
"22615","1987",4.13375806808472,-0.596020519733429,4.42080307006836
"22615","1988",4.26497888565063,-0.438504993915558,4.68620204925537
"22615","1989",4.32442617416382,-0.430782914161682,5.02275085449219
"23905","1982",6.31282806396484,1.79175901412964,5.75333595275879
"23905","1983",6.79328107833862,1.88706994056702,6.06059217453003
"23905","1984",6.75285196304321,1.91692304611206,6.29380893707275
"23905","1985",6.81692218780518,1.93297004699707,6.36840391159058
"23905","1986",6.90501594543457,1.97408103942871,6.44551277160645
"23905","1987",7.31665515899658,2.03470611572266,6.52692699432373
"23905","1988",7.45732498168945,2.09728097915649,6.78745603561401
"23905","1989",7.56956911087036,2.10413408279419,7.00471210479736
"24703","1982",8.47721862792969,4.22317695617676,7.15153884887695
"24703","1983",8.53457355499268,4.31481790542603,7.19823408126831
"24703","1984",8.50056552886963,4.32677793502808,7.23963785171509
"24703","1985",8.51132011413574,4.33729076385498,7.37787485122681
"24703","1986",8.59960079193115,4.39073801040649,7.49536800384521
"24703","1987",8.52429580688477,4.38701391220093,7.51733207702637
"24703","1988",8.84758853912354,3.88977694511414,7.58007287979126
"24703","1989",8.81012439727783,3.85650992393494,7.5952000617981
"25321","1982",8.32393074035645,3.69428992271423,7.88457107543945
"25321","1983",8.30757904052734,3.65560698509216,7.90772819519043
"25321","1984",8.35188388824463,3.64170908927917,7.96125507354736
"25321","1985",8.22840881347656,3.59544801712036,7.89454698562622
"25321","1986",8.27842235565186,3.53985691070557,7.92563486099243
"25321","1987",8.33473491668701,3.53418302536011,7.96935796737671
"25321","1988",8.39284992218018,3.56956100463867,8.02136135101318
"25321","1989",8.40090847015381,3.56654191017151,8.11712646484375
"26042","1982",4.67980813980103,0.0953101962804794,3.320965051651
"26042","1983",4.75116491317749,0.13976189494133,3.44287300109863
"26042","1984",4.76063299179077,0.13976189494133,3.53539609909058
"26042","1985",4.70535087585449,0.0953101962804794,3.62519788742065
"26042","1986",4.77082395553589,0.0723206996917725,3.647794008255
"26042","1987",4.80357789993286,0.0723206996917725,3.6847460269928
"26042","1988",4.85845518112183,0.0953101962804794,3.81115698814392
"26042","1989",4.90480279922485,0.13976189494133,3.81779909133911
"26609","1982",8.6066484451294,3.99986910820007,7.12381076812744
"26609","1983",8.62503814697266,4.00149822235107,7.2468409538269
"26609","1984",8.50290584564209,3.85646796226501,7.17772579193115
"26609","1985",8.50968742370605,3.85517692565918,7.30150318145752
"26609","1986",8.53387355804443,3.77266907691956,7.33475303649902
"26609","1987",8.52283096313477,3.78924489021301,7.49899101257324
"26609","1988",8.57338047027588,3.80586194992065,7.60557508468628
"26609","1989",8.73619747161865,3.92821097373962,7.78533411026001
"27339","1982",5.93729400634766,0.953586518764496,5.12940406799316
"27339","1983",6.01702880859375,0.979453325271606,5.31466484069824
"27339","1984",6.12087202072144,0.989912927150726,5.60128879547119
"27339","1985",6.12875509262085,1.02926194667816,5.68300580978394
"27339","1986",6.26500701904297,1.16875994205475,5.78766202926636
"27339","1987",6.22802495956421,1.209557056427,5.80623722076416
"27339","1988",6.2661509513855,1.13365805149078,5.84998798370361
"27339","1989",6.14340877532959,0.735727488994598,5.92594480514526
"29069","1982",3.58844590187073,-0.6931471824646,2.16499710083008
"29069","1983",3.46984910964966,-0.510825574398041,2.16445398330688
"29069","1984",3.73434090614319,-0.314710706472397,2.35595989227295
"29069","1985",3.58710193634033,-0.510825574398041,2.5628399848938
"29069","1986",3.54765200614929,-0.40047749876976,2.59387993812561
"29069","1987",3.61552906036377,-0.174353405833244,2.66910099983215
"29069","1988",3.85758709907532,-0.143870398402214,2.81481289863586
"29069","1989",3.86257290840149,-0.254892289638519,3.0397961139679
"29429","1982",2.61943197250366,-1.64506494998932,2.8031439781189
"29429","1983",3.08806705474854,-1.38629400730133,2.82599401473999
"29429","1984",3.11614894866943,-1.45671701431274,1.92848896980286
"29429","1985",3.22272396087646,-1.25526595115662,1.95564699172974
"29429","1986",3.03355288505554,-1.39030194282532,2.0059700012207
"29429","1987",2.92841601371765,-1.41881799697876,2.01929306983948
"29429","1988",3.17178392410278,-1.4271160364151,2.02473092079163
"29429","1989",2.83435201644897,-1.62455201148987,2.08457493782043
"30700","1982",3.94917607307434,0.070458397269249,2.9533588886261
"30700","1983",4.31098413467407,-0.0202027000486851,2.91662192344666
"30700","1984",4.40018510818481,0,3.13535594940186
"30700","1985",4.63351488113403,0.0953101962804794,3.20122909545898
"30700","1986",4.6860408782959,0.371563613414764,3.71152710914612
"30700","1987",4.96600103378296,0.262364208698273,3.61113405227661
"30700","1988",4.15629577636719,0.0516432002186775,2.89878296852112
"30700","1989",4.17275381088257,-0.569161176681519,3.14410996437073
"30710","1982",5.81172323226929,1.09861195087433,5.02949094772339
"30710","1983",5.63099813461304,1.02961897850037,5.02491617202759
"30710","1984",5.65246200561523,1.09861195087433,5.12941598892212
"30710","1985",5.77897310256958,0.993251800537109,5.23612308502197
"30710","1986",5.78312587738037,1.02961897850037,5.26007699966431
"30710","1987",5.73072004318237,1.09861195087433,5.23625612258911
"30710","1988",5.85690307617188,1.09861195087433,5.31799077987671
"30710","1989",5.97487020492554,1.09861195087433,5.38907623291016
"31105","1982",6.22564697265625,1.72276699542999,5.17242193222046
"31105","1983",6.24209785461426,1.77495205402374,5.26257801055908
"31105","1984",6.31674003601074,1.80828905105591,5.3425121307373
"31105","1985",6.2778000831604,1.88706994056702,5.48875522613525
"31105","1986",6.3744797706604,1.8405499458313,5.53709411621094
"31105","1987",6.42991399765015,1.94590997695923,5.60588598251343
"31105","1988",6.21556091308594,1.64865899085999,5.42891407012939
"31105","1989",6.29580402374268,1.77495205402374,5.57070302963257
"31897","1982",7.30237197875977,2.98315405845642,6.59066820144653
"31897","1983",7.46044015884399,3.05870699882507,6.71680498123169
"31897","1984",7.59695196151733,3.19867300987244,6.96243000030518
"31897","1985",7.45770692825317,3.12676000595093,7.17099285125732
"31897","1986",7.59834718704224,3.08190989494324,7.27845001220703
"31897","1987",7.74835300445557,3.09104299545288,7.39664316177368
"31897","1988",7.85048580169678,3.18221211433411,7.4414439201355
"31897","1989",7.85551500320435,3.19458293914795,7.54419803619385
"31905","1982",10.4193000793457,4.05716180801392,10.2171001434326
"31905","1983",10.3638000488281,4.03837299346924,10.3027801513672
"31905","1984",10.296010017395,3.98119401931763,10.4021396636963
"31905","1985",10.2583303451538,3.90288090705872,10.4349203109741
"31905","1986",9.84510803222656,3.84534907341003,10.4543504714966
"31905","1987",9.9121503829956,3.84532690048218,10.4607601165771
"31905","1988",9.92017459869385,3.97824096679688,10.6079998016357
"31905","1989",10.0037298202515,3.98253703117371,10.6358098983765
"32654","1982",5.33571195602417,1.11808800697327,4.54696416854858
"32654","1983",5.50311517715454,1.29773604869843,4.75653409957886
"32654","1984",5.84184789657593,1.56003701686859,5.18353891372681
"32654","1985",5.83349418640137,1.56632196903229,5.51529598236084
"32654","1986",5.84393882751465,1.60120403766632,5.63658285140991
"32654","1987",5.91466379165649,1.65230596065521,5.75459003448486
"32654","1988",6.04574823379517,1.67653596401215,5.85834789276123
"32654","1989",6.03605508804321,1.6511549949646,5.95993089675903
"32657","1982",4.8400731086731,0.530628323554993,3.61528897285461
"32657","1983",4.99526500701904,0.641853928565979,3.9261200428009
"32657","1984",5.04528093338013,0.641853928565979,4.15448188781738
"32657","1985",4.94057512283325,0.587786614894867,4.24921798706055
"32657","1986",4.94979095458984,0.615185678005219,4.33955192565918
"32657","1987",4.93551588058472,0.536493420600891,4.43100690841675
"32657","1988",4.75124979019165,0.300104588270187,4.39768123626709
"32657","1989",4.80810403823853,0.242946192622185,4.4465651512146
"32744","1982",2.75163698196411,-1.08175504207611,2.30044198036194
"32744","1983",3.01132106781006,-0.9915531873703,2.40811109542847
"32744","1984",3.2183039188385,-0.936493515968323,2.62617301940918
"32744","1985",3.41201400756836,-0.872273802757263,2.91369009017944
"32744","1986",3.52127909660339,-0.78965812921524,2.92908191680908
"32744","1987",3.36863994598389,-0.941608488559723,2.92262411117554
"32744","1988",3.15961599349976,-1.03282499313354,2.91908693313599
"32744","1989",3.04386305809021,-1.04128694534302,2.95695090293884
"34393","1982",1.74159598350525,-2.34340691566467,-0.169559299945831
"34393","1983",1.62355804443359,-2.33304405212402,-0.144696399569511
"34393","1984",1.65329694747925,-2.20727491378784,-0.0334262996912003
"34393","1985",1.23566901683807,-2.40794610977173,-0.180847406387329
"34393","1986",1.39400398731232,-2.52572894096375,-0.197115004062653
"34393","1987",1.27620005607605,-2.34340691566467,-0.348140090703964
"34393","1988",1.37298500537872,-2.33304405212402,-0.412801891565323
"34393","1989",1.22902500629425,-2.2349259853363,-0.345532804727554
"34425","1982",5.13499116897583,0.640273690223694,3.99222588539124
"34425","1983",5.29668807983398,0.806475877761841,4.20050811767578
"34425","1984",5.47730016708374,0.99805498123169,4.44821310043335
"34425","1985",5.43071985244751,0.856540679931641,4.56810617446899
"34425","1986",5.31803417205811,0.846297383308411,4.63869714736938
"34425","1987",5.40800094604492,0.83160388469696,4.69363880157471
"34425","1988",5.49615097045898,0.985443472862244,4.78699588775635
"34425","1989",5.62930202484131,1.05431199073792,4.91972398757935
"36798","1982",5.39410495758057,0.6931471824646,3.97158002853394
"36798","1983",5.43543291091919,0.6931471824646,3.93863010406494
"36798","1984",5.4605860710144,0.741937279701233,3.9838650226593
"36798","1985",5.44304990768433,0.955511391162872,4.18671321868896
"36798","1986",5.47734785079956,0.875468790531158,4.20912790298462
"36798","1987",5.57684278488159,0.916290819644928,4.28888320922852
"36798","1988",5.69209909439087,1.16315102577209,4.40234804153442
"36798","1989",5.86441516876221,1.25276303291321,4.56024503707886
"37833","1982",6.5450291633606,1.22112500667572,4.06737899780273
"37833","1983",7.02733993530273,1.53579103946686,4.7357439994812
"37833","1984",7.4180588722229,1.68306005001068,5.06648015975952
"37833","1985",7.61681318283081,1.45861494541168,5.22075510025024
"37833","1986",7.58209800720215,1.72276699542999,5.43640995025635
"37833","1987",7.88648319244385,1.97796201705933,5.6668758392334
"37833","1988",8.27251529693604,2.37954592704773,6.01540088653564
"37833","1989",8.49178314208984,2.67531991004944,6.44692182540894
"38213","1982",4.70544719696045,1.03744602203369,3.70495700836182
"38213","1983",4.75792121887207,1.37016499042511,3.98612093925476
"38213","1984",5.07749319076538,1.50118398666382,4.32951879501343
"38213","1985",4.85135984420776,1.36046397686005,4.41339206695557
"38213","1986",4.88444995880127,1.40290594100952,4.52593898773193
"38213","1987",5.35630321502686,1.93730199337006,4.80643606185913
"38213","1988",5.64103412628174,2.16905403137207,5.14788484573364
"38213","1989",5.66906881332397,2.06686305999756,5.34099578857422
"38222","1982",4.65712594985962,0.0372957997024059,3.14572405815125
"38222","1983",4.79593276977539,0.122217603027821,3.33346199989319
"38222","1984",5.22065305709839,0.387979805469513,3.69062805175781
"38222","1985",5.22009801864624,0.306749105453491,3.98114800453186
"38222","1986",5.03718709945679,0.347129493951797,4.20689678192139
"38222","1987",5.1616039276123,0.34074878692627,4.30505084991455
"38222","1988",5.85451507568359,0.568150699138641,4.47071409225464
"38222","1989",6.13763523101807,0.97493702173233,4.77668190002441
"38225","1982",5.19660902023315,0.667829394340515,3.1399610042572
"38225","1983",5.04549503326416,0.615185678005219,3.18648099899292
"38225","1984",5.16952180862427,0.717839777469635,3.25355911254883
"38225","1985",5.1124849319458,0.6931471824646,3.33216691017151
"38225","1986",5.13124084472656,0.518793821334839,3.40748596191406
"38225","1987",4.8632869720459,0.262364208698273,3.35532808303833
"38225","1988",5.13723421096802,0.463734000921249,3.64542889595032
"38225","1989",5.42557096481323,1.19392204284668,4.57745599746704
"38239","1982",2.3967010974884,-1.76026105880737,1.40971803665161
"38239","1983",2.77043604850769,-1.50507795810699,2.32147288322449
"38239","1984",2.92640590667725,-1.71479797363281,2.58161401748657
"38239","1985",2.47166609764099,-1.54177904129028,3.02475905418396
"38239","1986",2.87325501441956,-1.36649203300476,3.21585202217102
"38239","1987",3.42871499061584,-1.22078001499176,3.31320405006409
"38239","1988",3.26219296455383,-1.37436604499817,3.38557910919189
"38239","1989",2.99780607223511,-1.22417497634888,3.47906589508057
"39483","1982",8.39632606506348,2.11914300918579,7.21437120437622
"39483","1983",8.50146102905273,2.15986895561218,7.38035917282104
"39483","1984",8.59271907806396,2.16848206520081,7.48446178436279
"39483","1985",8.5211591720581,2.24559092521667,7.56341218948364
"39483","1986",8.61371326446533,2.34045910835266,7.71159982681274
"39483","1987",8.66122722625732,2.35830402374268,7.81106281280518
"39483","1988",8.7852201461792,2.19789099693298,7.93006992340088
"39483","1989",8.89760398864746,2.32375907897949,8.07626914978027
"42170","1982",8.7760419845581,3.95149397850037,8.2468786239624
"42170","1983",8.47133636474609,3.87267899513245,8.17731189727783
"42170","1984",8.5156660079956,3.79285597801208,8.16063976287842
"42170","1985",8.28251552581787,3.42751502990723,8.08060646057129
"42170","1986",7.91021394729614,3.03974890708923,7.97150182723999
"42170","1987",7.98180198669434,3.02529096603394,7.86813879013062
"42170","1988",8.04018020629883,2.97041392326355,7.86364221572876
"42170","1989",7.71197986602783,2.35137510299683,6.90932321548462
"42476","1982",7.33571004867554,3.03610610961914,6.8280439376831
"42476","1983",7.4087347984314,2.98744797706604,6.84884309768677
"42476","1984",7.45262002944946,2.99533200263977,6.91089200973511
"42476","1985",7.48370981216431,3.03403902053833,7.00739097595215
"42476","1986",7.5917501449585,3.07578992843628,7.12253618240356
"42476","1987",7.76853322982788,3.18308305740356,7.26570892333984
"42476","1988",7.85446405410767,3.25582504272461,7.44295978546143
"42476","1989",7.74837589263916,3.24286603927612,7.46748304367065
"44540","1982",9.26656532287598,3.4210000038147,7.97322511672974
"44540","1983",9.1055269241333,3.36646795272827,8.0462121963501
"44540","1984",9.11258602142334,3.52341508865356,8.09724998474121
"44540","1985",9.03113174438477,3.49042797088623,8.15994453430176
"44540","1986",8.88390636444092,3.53805708885193,8.21147155761719
"44540","1987",8.83504772186279,3.73289608955383,8.27985191345215
"44540","1988",8.92600345611572,3.62700390815735,8.2799072265625
"44540","1989",8.91425132751465,3.63230895996094,8.35730838775635
"46380","1982",2.4974570274353,-1.59454894065857,1.84582698345184
"46380","1983",2.72840690612793,-1.46967601776123,1.9134110212326
"46380","1984",2.38735008239746,-1.7429690361023,1.43594300746918
"46380","1985",2.42665696144104,-1.71479797363281,1.97073900699615
"46380","1986",2.53087496757507,-1.68739902973175,1.99548101425171
"46380","1987",2.79171705245972,-1.58474504947662,2.09617590904236
"46380","1988",3.02318906784058,-1.53711700439453,2.27481508255005
"46380","1989",3.08384609222412,-1.49165499210358,2.326416015625
"48825","1982",10.3602104187012,3.94352197647095,10.0512599945068
"48825","1983",10.2694597244263,3.90600490570068,10.179539680481
"48825","1984",10.17041015625,3.67376589775085,10.1969299316406
"48825","1985",10.0437602996826,3.44361805915833,10.2250204086304
"48825","1986",9.61249828338623,3.28091096878052,10.2061195373535
"48825","1987",9.69781589508057,3.25037503242493,10.191029548645
"48825","1988",9.7379093170166,3.3032169342041,10.2589597702026
"48825","1989",9.55827808380127,3.28091096878052,10.2354297637939
"52760","1982",3.52228093147278,-1.10563695430756,2.48286604881287
"52760","1983",3.44187307357788,-1.0758730173111,2.61758494377136
"52760","1984",3.68198800086975,-0.725670397281647,2.65885710716248
"52760","1985",3.6265139579773,-0.874669075012207,2.73247694969177
"52760","1986",3.80452799797058,-0.486133009195328,2.83951997756958
"52760","1987",4.17842483520508,-0.524248719215393,2.89602208137512
"52760","1988",4.29614591598511,-0.423120111227036,3.02601909637451
"52760","1989",4.36032199859619,-0.369615495204926,3.1742889881134
"53326","1982",2.63709497451782,-1.77195703983307,2.17326807975769
"53326","1983",2.83105206489563,-1.96611297130585,1.15469598770142
"53326","1984",2.93805599212646,-1.98050200939178,1.40831899642944
"53326","1985",3.09479093551636,-1.49165499210358,1.81793296337128
"53326","1986",3.30197191238403,-1.37436604499817,1.94797599315643
"53326","1987",3.41207098960876,-1.41058695316315,1.97892999649048
"53326","1988",3.42181706428528,-1.4396950006485,2.04258608818054
"53326","1989",3.46611094474792,-1.38629400730133,2.10461211204529
"53492","1982",4.78577995300293,0.60322242975235,3.50997710227966
"53492","1983",4.91931104660034,0.802001595497131,3.83120608329773
"53492","1984",5.16450881958008,1.01595497131348,4.32449102401733
"53492","1985",5.30602121353149,1.17742300033569,4.76750898361206
"53492","1986",5.36991310119629,1.13365805149078,4.67206478118896
"53492","1987",5.3644380569458,1.11218595504761,4.77454090118408
"53492","1988",4.77737712860107,0.93844348192215,4.7913179397583
"53492","1989",4.98727703094482,0.894862771034241,4.75035715103149
"54303","1982",8.18337154388428,3.65065789222717,6.89524078369141
"54303","1983",8.14336681365967,3.65583992004395,6.97971391677856
"54303","1984",8.14670276641846,3.64545011520386,7.09193086624146
"54303","1985",7.86964321136475,3.64805698394775,6.94944477081299
"54303","1986",7.99811220169067,3.56104588508606,7.06565093994141
"54303","1987",7.92389106750488,3.54095888137817,6.95311117172241
"54303","1988",7.98792886734009,3.34638905525208,6.86116981506348
"54303","1989",8.02089881896973,3.34638905525208,6.83813190460205
"54681","1982",4.99949884414673,0.6931471824646,3.35042309761047
"54681","1983",5.16682195663452,0.6931471824646,3.60490608215332
"54681","1984",5.01793384552002,0.6931471824646,3.92359900474548
"54681","1985",4.94812107086182,0.6931471824646,4.03454780578613
"54681","1986",4.94994497299194,0.6931471824646,4.05001211166382
"54681","1987",5.00555610656738,0.6931471824646,4.08528709411621
"54681","1988",5.09454584121704,0.6931471824646,4.16498708724976
"54681","1989",4.97867918014526,0.6931471824646,4.21350717544556
"56525","1982",4.23299884796143,0.0825012028217316,3.52335810661316
"56525","1983",4.0007848739624,-0.0408219993114471,3.48042702674866
"56525","1984",4.14805889129639,0.0497420988976955,3.54232597351074
"56525","1985",4.08094310760498,-0.0844691023230553,3.62570309638977
"56525","1986",4.14149522781372,-0.00601809984073043,3.68247294425964
"56525","1987",4.200758934021,0.0266418997198343,3.65449500083923
"56525","1988",4.22557020187378,-0.146182507276535,3.65318703651428
"56525","1989",4.19969606399536,-0.134674906730652,3.71271109580994
"57224","1982",8.01472568511963,3.23965811729431,7.29712009429932
"57224","1983",7.65317296981812,3.02295804023743,7.18154811859131
"57224","1984",7.60839796066284,3.00226092338562,7.21295309066772
"57224","1985",7.60950899124146,3.02422308921814,7.20500421524048
"57224","1986",7.38214302062988,2.70189809799194,7.05406713485718
"57224","1987",7.56195211410522,3.05357599258423,7.56934118270874
"57224","1988",7.70844078063965,3.06768107414246,7.48730087280273
"57224","1989",7.67210483551025,3.01553511619568,7.53109216690063
"57741","1982",5.18757915496826,0.85441529750824,3.85384893417358
"57741","1983",5.1386342048645,0.84156721830368,4.02086400985718
"57741","1984",5.30770206451416,0.947789371013641,4.22602081298828
"57741","1985",5.22075700759888,0.904218077659607,4.30366611480713
"57741","1986",5.2336049079895,0.85441529750824,4.39310789108276
"57741","1987",5.29881191253662,0.81536477804184,4.45346307754517
"57741","1988",5.45574378967285,0.979453325271606,4.55970811843872
