"id","t","exp","wks","occ","ind","south","smsa","ms","fem","union","ed","blk","lwage"
"12",7,27,46,1,0,1,1,1,0,1,12,0,7.05272006988525
"13",1,26,48,1,0,1,1,1,0,0,12,0,6.90574979782104
"13",2,27,48,1,0,1,1,1,0,0,12,0,6.90073013305664
"13",3,28,50,1,0,1,1,1,0,0,12,0,7.17011976242065
"13",4,29,48,1,0,1,1,1,0,0,12,0,7.2654299736023
"13",5,30,48,1,0,1,1,1,0,0,12,0,7.25911998748779
"13",6,31,46,0,0,1,1,1,0,0,12,0,7.25487995147705
"13",7,32,46,1,0,1,1,1,0,0,12,0,7.40001010894775
"14",1,15,45,0,0,1,1,1,0,0,17,0,6.80239009857178
"14",2,16,45,0,0,1,1,1,0,0,17,0,6.80239009857178
"14",3,17,45,0,0,1,1,1,0,0,17,0,6.92560005187988
"14",4,18,44,0,0,1,1,1,0,0,17,0,7.00306987762451
"14",5,19,44,0,0,1,1,1,0,0,17,0,7.13089990615845
"14",6,20,44,0,0,1,1,1,0,0,17,0,7.1244797706604
"14",7,21,44,0,0,1,1,1,0,0,17,0,7.12286996841431
"15",1,9,50,0,0,0,0,0,1,0,14,0,5.94016981124878
"15",2,10,46,0,0,0,0,0,1,0,14,0,5.86078977584839
"15",3,11,48,0,0,0,0,0,1,0,14,0,5.99893999099731
"15",4,12,46,0,0,0,0,0,1,0,14,0,6.08449983596802
"15",5,13,48,0,0,0,0,0,1,0,14,0,6.39525985717773
"15",6,14,41,0,0,0,0,0,1,0,14,0,6.47697019577026
"15",7,15,48,0,0,0,0,0,1,0,14,0,6.47697019577026
"16",1,16,50,1,0,1,1,0,1,0,12,1,5.97888994216919
"16",2,17,50,1,0,1,1,0,1,0,12,1,5.78383016586304
"16",3,18,48,1,0,1,1,0,1,0,12,1,5.85793018341064
"16",4,19,48,1,0,1,1,0,1,0,12,1,5.95323991775513
"16",5,20,50,1,0,1,1,0,1,0,12,1,6.14632987976074
"16",6,21,50,1,0,1,1,0,1,0,12,1,6.17586994171143
"16",7,22,49,1,0,1,1,0,1,0,12,1,6.38855981826782
"17",1,16,49,0,1,0,0,1,0,0,14,0,6.62006998062134
"17",2,17,48,0,1,0,0,1,0,0,14,0,6.4922399520874
"17",3,18,49,0,1,0,0,1,0,0,14,0,6.77992010116577
"17",4,19,50,0,1,0,0,1,0,0,14,0,6.74524021148682
"17",5,20,51,0,1,0,0,1,0,0,14,0,7.09007978439331
"17",6,21,46,0,1,0,0,1,0,0,14,0,7.13089990615845
"17",7,22,47,0,1,0,0,1,0,0,14,0,7.13089990615845
"18",1,25,47,0,1,1,1,1,0,0,16,0,6.90574979782104
"18",2,26,46,0,1,1,1,1,0,0,16,0,6.90574979782104
"18",3,27,47,0,1,1,1,1,0,0,16,0,7.60090017318726
"18",4,28,47,0,1,1,1,1,0,0,16,0,7.6496901512146
"18",5,29,47,0,1,1,1,1,0,0,16,0,7.71868991851807
"18",6,30,48,0,1,1,1,1,0,0,16,0,7.78321981430054
"18",7,31,47,0,1,1,1,1,0,0,16,0,7.80384016036987
"19",1,40,37,1,1,0,1,1,0,1,12,0,6.38687992095947
"19",2,41,49,1,1,0,1,1,0,1,12,0,6.47388982772827
"19",3,42,50,1,1,0,1,1,0,1,12,0,6.54246997833252
"19",4,43,47,1,1,0,1,1,0,1,12,0,6.67581987380981
"19",5,44,47,1,1,0,1,1,0,1,12,0,6.74170017242432
"19",6,45,25,1,1,0,1,1,0,1,12,0,6.8319501876831
"19",7,46,40,1,1,0,1,1,0,1,12,0,6.93633985519409
"20",1,25,50,0,0,0,0,1,0,0,16,0,6.78332996368408
"20",2,26,49,0,1,0,0,1,0,0,16,0,6.85751008987427
"20",3,27,49,0,1,0,0,1,0,0,16,0,6.98472023010254
"20",4,28,48,0,1,0,0,1,0,0,16,0,7.05789995193481
"20",5,29,48,0,1,0,0,1,0,0,16,0,7.20563983917236
"20",6,30,49,0,1,0,0,1,0,0,16,0,7.10987997055054
"20",7,31,48,0,1,0,0,1,0,0,16,0,7.26682996749878
"21",1,28,42,1,1,1,0,1,0,1,4,0,6.05912017822266
"21",2,29,46,1,1,1,0,1,0,1,4,0,6.05209016799927
"21",3,30,49,1,1,1,0,1,0,1,4,0,5.99145984649658
"21",4,31,49,1,1,1,0,1,0,1,4,0,6.21461009979248
"21",5,32,48,1,0,1,0,1,0,1,4,0,6.32435989379883
"21",6,33,45,1,0,1,0,1,0,1,4,0,6.44254016876221
"21",7,34,42,1,1,1,0,1,0,1,4,0,6.44254016876221
"22",1,20,46,0,0,0,0,1,0,0,14,0,6.59987020492554
"22",2,21,45,0,0,0,0,1,0,0,14,0,6.59987020492554
"22",3,22,44,0,0,0,0,1,0,0,14,0,6.68460988998413
"22",4,23,46,0,0,0,0,1,0,0,14,0,6.72742986679077
"22",5,24,47,0,0,0,0,1,0,0,14,0,6.88244009017944
"22",6,25,51,0,1,0,0,1,0,0,14,0,6.95655012130737
"22",7,26,47,0,0,0,0,1,0,0,14,0,7.04752016067505
"23",1,11,50,0,0,0,1,1,0,0,16,0,6.90574979782104
"23",2,12,50,0,0,0,1,1,0,0,16,0,6.90574979782104
"23",3,13,51,0,0,0,1,1,0,0,16,0,7.49554014205933
"23",4,14,50,0,0,0,1,1,0,0,16,0,7.66153001785278
"23",5,15,48,0,0,0,1,1,0,0,16,0,7.8632698059082
"23",6,16,47,0,0,0,1,1,0,0,16,0,8.03915977478027
"23",7,17,50,0,0,0,1,1,0,0,16,0,7.89356994628906
"24",1,5,30,0,0,0,0,0,1,0,12,0,5.43807983398438
"24",2,6,51,0,0,0,0,0,1,0,12,0,5.52146005630493
"24",3,7,51,1,0,0,0,0,1,0,12,0,5.57973003387451
"24",4,8,52,1,0,0,0,0,1,0,12,0,5.66987991333008
"24",5,9,49,1,0,0,0,0,1,0,12,0,5.73656988143921
"24",6,10,51,1,0,0,0,0,1,1,12,0,5.84354019165039
"24",7,11,50,1,0,0,0,0,1,0,12,0,5.85793018341064
"25",1,8,37,0,0,0,1,1,0,1,17,0,6.52941989898682
"25",2,9,39,0,0,0,1,1,0,1,17,0,6.5792498588562
"25",3,10,40,0,0,0,1,1,0,1,17,0,6.71538019180298
"25",4,11,38,0,0,0,1,1,0,1,17,0,6.68460988998413
"25",5,12,38,0,0,0,1,1,0,1,17,0,6.79122018814087
"25",6,13,39,0,0,0,1,1,0,1,17,0,6.97540998458862
"25",7,14,41,0,0,0,1,1,0,1,17,0,6.90776014328003
"26",1,14,48,0,1,1,1,1,0,0,15,0,6.47697019577026
"26",2,15,47,1,1,1,1,1,0,0,15,0,6.55108022689819
"26",3,16,49,0,1,1,1,1,0,0,15,0,6.86693000793457
"26",4,17,48,0,1,1,1,1,0,0,15,0,6.8564600944519
"26",5,18,47,0,1,1,1,1,0,0,15,0,7.27931976318359
"26",6,19,47,0,1,1,1,1,0,0,15,0,7.54961013793945
"26",7,20,48,0,1,1,1,1,0,0,15,0,7.3670802116394
"27",1,8,50,0,0,0,1,0,0,0,16,0,6.0161600112915
"27",2,9,52,0,0,0,1,0,0,0,16,0,6.90574979782104
"27",3,10,48,0,0,0,0,0,0,0,16,0,7.04752016067505
"27",4,11,50,0,0,0,0,0,0,0,16,0,7.26192998886108
"27",5,12,50,0,0,0,0,0,0,0,16,0,7.09007978439331
"27",6,13,45,0,0,0,0,0,0,0,16,0,6.96319007873535
"27",7,14,23,0,0,0,0,0,0,0,16,0,7.31322002410889
"28",1,26,50,1,0,0,1,1,0,0,12,0,6.73339986801147
"28",2,27,50,1,0,0,1,1,0,0,12,0,6.69703006744385
"28",3,28,50,1,0,0,1,1,0,0,12,0,6.68460988998413
"28",4,29,50,1,0,0,1,1,0,0,12,0,6.74524021148682
"28",5,30,50,1,0,0,1,1,0,0,12,0,6.73101997375488
"28",6,31,49,1,0,0,1,1,0,0,12,0,6.80239009857178
"28",7,32,49,1,0,0,1,1,0,0,12,0,6.74524021148682
"29",1,31,49,0,0,0,1,1,0,0,14,0,6.90574979782104
"29",2,32,49,0,0,0,1,1,0,0,14,0,6.90574979782104
"29",3,33,49,0,0,0,1,1,0,0,14,0,7.06219005584717
"29",4,34,49,0,0,0,1,1,0,0,14,0,7.57558012008667
"29",5,35,50,0,0,0,1,1,0,0,14,0,7.67322015762329
"29",6,36,49,0,0,0,1,1,0,0,14,0,7.47307014465332
"29",7,37,49,0,0,0,1,1,0,0,14,0,7.56008005142212
"30",1,17,47,0,0,1,1,0,1,0,12,0,6.19644021987915
"30",2,18,47,0,0,1,1,0,1,0,12,0,6.2989501953125
"30",3,19,48,0,0,1,1,0,1,0,12,0,6.33150005340576
"30",4,20,49,0,0,1,1,0,1,0,12,0,6.36302995681763
"30",5,21,49,0,0,1,1,0,1,0,12,0,6.48157978057861
"30",6,22,45,0,0,1,1,0,1,0,12,0,6.57785987854004
"30",7,23,49,0,0,1,1,0,1,0,12,0,6.64378976821899
"31",1,22,48,0,1,0,1,1,0,0,17,0,6.90574979782104
"31",2,23,48,0,1,0,1,1,0,0,17,0,6.90574979782104
"31",3,24,48,0,1,0,1,1,0,0,17,0,7.31322002410889
"31",4,25,47,0,1,0,1,1,0,0,17,0,7.24422979354858
"31",5,26,43,0,1,0,1,1,0,0,17,0,7.48437023162842
"31",6,27,47,0,0,0,1,1,0,0,17,0,7.54961013793945
"31",7,28,45,0,1,0,1,1,0,0,17,0,7.61331987380981
"32",1,30,50,0,1,0,1,1,0,0,16,0,6.90574979782104
"32",2,31,49,0,1,0,1,1,0,0,16,0,6.90574979782104
"32",3,32,49,0,1,0,1,1,0,0,16,0,7.46737003326416
"32",4,33,48,0,1,0,1,1,0,0,16,0,7.40853023529053
"32",5,34,49,0,1,0,1,1,0,0,16,0,7.60588979721069
"32",6,35,47,0,1,0,1,1,0,0,16,0,8.04878997802734
"32",7,36,47,0,1,0,1,1,0,0,16,0,7.74066019058228
"33",1,14,51,0,0,0,1,1,0,0,16,0,6.90574979782104
"33",2,15,47,0,0,0,1,1,0,0,16,0,6.90574979782104
"33",3,16,51,0,0,0,1,1,0,0,16,0,7.17011976242065
"33",4,17,47,0,0,0,1,1,0,0,16,0,7.27931976318359
"33",5,18,48,0,0,0,1,1,0,0,16,0,7.24065017700195
"33",6,19,50,0,0,0,1,1,0,0,16,0,7.37775993347168
"33",7,20,49,0,0,0,1,1,0,0,16,0,7.46737003326416
"34",1,45,48,1,0,1,0,1,0,0,8,0,5.75890016555786
"34",2,46,48,1,0,1,0,1,0,0,8,0,5.86078977584839
"34",3,47,48,1,0,1,0,1,0,0,8,0,5.82305002212524
"34",4,48,49,1,0,1,0,1,0,0,8,0,5.9480299949646
"34",5,49,50,1,0,1,0,1,0,0,8,0,6.24804019927979
"34",6,50,48,1,0,1,0,1,0,0,8,0,6.20658016204834
"34",7,51,46,1,0,1,0,1,0,0,8,0,5.98394012451172
"35",1,8,30,1,0,0,1,1,0,1,13,1,6.51470994949341
"35",2,9,49,1,1,0,1,1,0,1,13,1,6.61070013046265
"35",3,10,48,1,1,0,1,1,0,1,13,1,6.39693021774292
"35",4,11,49,1,1,0,1,1,0,1,13,1,6.7522702217102
"35",5,12,34,1,1,0,1,1,0,1,13,1,6.88652992248535
"35",6,13,48,1,1,0,1,1,0,1,13,1,7.01211977005005
"35",7,14,45,1,1,0,1,1,0,1,13,1,7.02553987503052
"36",1,15,52,1,0,1,1,1,0,0,10,0,6.62006998062134
"36",2,16,47,0,0,1,1,1,0,0,10,0,6.77421998977661
"36",3,17,50,0,0,1,0,1,0,0,10,0,7.13089990615845
"36",4,18,50,0,0,1,0,1,0,0,10,0,7.08840990066528
"36",5,19,48,0,0,1,1,1,0,0,10,0,7.13089990615845
"36",6,20,50,0,0,1,1,1,0,0,10,0,6.90776014328003
"36",7,21,41,0,0,1,1,1,0,0,10,0,7.18006992340088
"37",1,12,52,0,0,0,1,1,0,0,14,0,6.90574979782104
"37",2,13,47,0,0,0,1,1,0,0,14,0,6.74170017242432
"37",3,14,50,0,0,0,1,1,0,0,14,0,7.00306987762451
"37",4,15,49,0,0,0,1,1,0,0,14,0,7.13089990615845
"37",5,16,50,0,0,0,1,1,0,0,14,0,7.14282989501953
"37",6,17,48,0,0,0,1,1,0,0,14,0,7.28276014328003
"37",7,18,49,0,0,0,1,0,0,0,14,0,7.40914011001587
"38",1,10,48,1,1,0,0,1,0,1,12,0,6.05209016799927
"38",2,11,49,1,1,0,0,1,0,1,12,0,6.05209016799927
"38",3,12,48,1,1,0,0,1,0,1,12,0,6.05209016799927
"38",4,13,48,1,1,0,0,1,0,1,12,0,6.36818981170654
"38",5,14,49,1,1,0,0,1,0,1,12,0,6.43615007400513
"38",6,15,48,0,1,0,0,1,0,1,12,0,6.54965019226074
"38",7,16,49,1,1,0,0,1,0,1,12,0,6.52208995819092
"39",1,6,47,0,0,0,1,1,0,0,13,0,6.47697019577026
"39",2,7,51,0,0,0,1,0,0,0,13,0,6.5861701965332
"39",3,8,48,0,0,0,1,0,0,0,13,0,6.47697019577026
"39",4,9,50,0,0,0,1,0,0,0,13,0,6.52941989898682
"39",5,10,50,0,0,0,1,0,0,0,13,0,6.80239009857178
"39",6,11,52,0,0,0,1,0,0,0,13,0,6.77992010116577
"39",7,12,51,0,0,0,1,1,0,0,13,0,6.80792999267578
"40",1,30,47,0,0,1,0,1,0,1,8,0,6.35784006118774
"40",2,31,39,0,0,1,0,1,0,1,8,0,6.49979019165039
"40",3,32,32,0,0,1,0,1,0,1,8,0,6.58202981948853
"40",4,33,35,0,0,1,0,1,0,1,8,0,6.69456005096436
"40",5,34,47,0,0,1,0,1,0,1,8,0,6.78783988952637
"40",6,35,45,0,0,1,0,1,0,1,8,0,6.90776014328003
"40",7,36,47,0,0,1,0,1,0,1,8,0,7.35819005966187
"41",1,20,50,0,0,1,1,1,0,0,16,0,6.90574979782104
"41",2,21,50,0,0,1,1,1,0,0,16,0,6.90574979782104
"41",3,22,50,0,0,1,1,1,0,0,16,0,7.37775993347168
"41",4,23,50,0,0,1,1,1,0,0,16,0,7.49108982086182
"41",5,24,50,0,0,1,1,1,0,0,16,0,7.57558012008667
"41",6,25,48,0,0,1,1,1,0,0,16,0,7.52832984924316
"41",7,26,47,0,0,1,1,1,0,0,16,0,7.74499988555908
"42",1,30,38,1,1,0,1,0,1,1,12,1,6.21859979629517
"42",2,31,41,1,0,0,1,0,1,1,12,1,6.49375009536743
"42",3,32,51,1,0,0,1,0,1,1,12,1,6.58063983917236
"42",4,33,50,1,1,0,1,0,1,1,12,1,6.68959999084473
"42",5,34,42,1,1,0,1,0,1,1,12,1,6.79346990585327
"42",6,35,50,1,1,0,1,0,1,1,12,1,6.92461013793945
"42",7,36,49,1,1,0,1,0,1,1,12,1,7.02553987503052
"43",1,5,49,0,0,0,1,1,0,0,16,0,6.68460988998413
"43",2,6,47,0,0,0,1,1,0,0,16,0,6.84375
"43",3,7,48,0,0,0,1,1,0,0,16,0,6.90776014328003
"43",4,8,49,0,0,0,1,1,0,0,16,0,7.00306987762451
"43",5,9,46,0,0,0,1,1,0,0,16,0,7.13089990615845
"43",6,10,45,0,0,0,1,1,0,0,16,0,7.40853023529053
"43",7,11,49,0,0,0,1,1,0,0,16,0,7.43837976455688
"44",1,7,48,0,1,0,1,1,0,0,17,0,6.90574979782104
"44",2,8,48,0,1,0,1,1,0,0,17,0,6.90574979782104
"44",3,9,48,0,1,0,1,1,0,0,17,0,7.20785999298096
"44",4,10,47,0,1,0,1,1,0,0,17,0,7.31322002410889
"44",5,11,46,0,1,0,1,1,0,0,17,0,7.43837976455688
"44",6,12,46,0,1,0,1,1,0,0,17,0,7.49331998825073
"44",7,13,46,0,1,0,1,1,0,0,17,0,7.60090017318726
"45",1,13,49,0,0,0,1,0,1,0,13,0,6.22455978393555
"45",2,14,50,0,0,0,1,0,1,0,13,0,6.33328008651733
"45",3,15,50,0,0,0,1,0,1,0,13,0,6.30991983413696
"45",4,16,50,0,0,0,1,0,1,0,13,0,6.47697019577026
"45",5,17,50,0,0,0,1,0,1,0,13,0,6.63331985473633
"45",6,18,50,0,0,0,1,0,1,0,13,0,6.68210983276367
"45",7,19,49,0,0,0,1,0,1,0,13,0,6.65286016464233
"46",1,6,42,1,0,0,0,1,0,1,12,0,6.12687015533447
"46",2,7,44,1,0,0,0,1,0,1,12,0,6.23245000839233
"46",3,8,48,1,0,0,0,1,0,1,12,0,6.32614994049072
"46",4,9,47,1,0,0,0,1,0,1,12,0,6.32435989379883
"46",5,10,48,1,0,0,0,1,0,1,12,0,6.46770000457764
"46",6,11,47,0,0,0,0,1,0,1,12,0,6.60664987564087
"46",7,12,47,1,0,0,0,1,0,1,12,0,6.55108022689819
"47",1,26,48,0,0,0,1,1,0,0,14,0,6.90574979782104
"47",2,27,49,0,0,0,1,1,0,0,14,0,6.90574979782104
"47",3,28,48,0,0,0,1,1,0,0,14,0,7.04752016067505
"47",4,29,48,0,0,0,1,1,0,0,14,0,7.09007978439331
"47",5,30,48,0,0,0,1,1,0,0,14,0,7.20785999298096
"47",6,31,47,0,0,0,1,1,0,0,14,0,7.11802005767822
"47",7,32,48,0,0,0,1,1,0,0,14,0,7.09007978439331
"48",1,26,50,0,1,0,1,0,0,0,16,0,6.90574979782104
"48",2,27,50,0,1,0,1,0,0,0,16,0,6.90574979782104
"48",3,28,50,0,1,0,1,0,0,0,16,0,7.13089990615845
"48",4,29,50,0,1,0,1,0,0,0,16,0,7.22621011734009
"48",5,30,48,0,1,0,1,1,0,0,16,0,7.13089990615845
"48",6,31,41,0,1,0,1,1,0,0,16,0,7.31322002410889
"48",7,32,49,0,1,0,1,0,0,0,16,0,7.43837976455688
"49",1,31,47,0,1,0,0,1,0,0,16,0,6.90574979782104
"49",2,32,46,0,1,0,0,1,0,0,16,0,6.90574979782104
"49",3,33,47,0,1,0,0,1,0,0,16,0,7.60090017318726
"49",4,34,48,0,1,0,0,1,0,0,16,0,7.67601013183594
"49",5,35,47,0,1,0,0,1,0,0,16,0,7.70209980010986
"49",6,36,49,0,1,0,0,1,0,0,16,0,7.69620990753174
"49",7,37,48,0,1,0,0,1,0,0,16,0,7.82083988189697
"50",1,31,50,0,0,0,1,0,1,1,12,0,6.27098989486694
"50",2,32,45,0,0,0,1,0,1,1,12,0,6.39859008789062
"50",3,33,43,0,0,0,1,0,1,1,12,0,6.48310995101929
"50",4,34,48,0,0,0,1,0,1,1,12,0,6.5567798614502
"50",5,35,46,0,0,0,1,0,1,1,12,0,6.65543985366821
"50",6,36,32,0,0,0,1,0,1,1,12,0,6.74876022338867
"50",7,37,28,0,0,0,1,0,1,1,12,0,6.84907007217407
"51",1,31,45,0,1,0,1,1,0,0,17,0,6.90574979782104
"51",2,32,48,0,1,0,1,1,0,0,17,0,6.90574979782104
"51",3,33,48,0,1,0,1,1,0,0,17,0,7.60090017318726
"51",4,34,47,0,0,0,1,1,0,0,17,0,7.6496901512146
"51",5,35,48,0,1,0,1,1,0,0,17,0,7.824049949646
"51",6,36,47,0,1,0,1,1,0,0,17,0,7.8632698059082
"51",7,37,44,0,1,0,1,1,0,0,17,0,7.91936016082764
"52",1,25,46,0,0,0,1,1,0,0,16,0,6.90574979782104
"52",2,26,49,0,0,0,1,1,0,0,16,0,6.90574979782104
"52",3,27,49,0,0,0,1,1,0,0,16,0,7.24422979354858
"52",4,28,48,0,0,0,1,1,0,0,16,0,7.13089990615845
"52",5,29,48,0,0,0,1,1,0,0,16,0,7.46737003326416
"52",6,30,48,0,0,0,1,1,0,0,16,0,7.60090017318726
"52",7,31,49,0,0,0,1,1,0,1,16,0,7.6496901512146
"53",1,13,47,0,0,1,0,1,0,0,13,0,6.43615007400513
"53",2,14,49,0,0,1,0,1,0,0,13,0,6.90574979782104
"53",3,15,48,1,0,0,0,1,0,0,13,0,6.95655012130737
"53",4,16,49,1,0,0,0,1,0,0,13,0,6.95655012130737
"53",5,17,48,0,0,0,0,1,0,0,13,0,7.06048011779785
"53",6,18,47,1,0,0,0,1,0,0,13,0,7.20785999298096
"53",7,19,48,0,0,0,0,1,0,0,13,0,7.20785999298096
"54",1,13,47,1,1,0,0,1,0,1,11,0,6.51175022125244
"54",2,14,52,1,1,0,0,1,0,1,11,0,6.5903000831604
"54",3,15,51,1,1,0,0,1,0,1,11,0,6.68460988998413
"54",4,16,51,1,1,0,0,1,0,1,11,0,6.74524021148682
"54",5,17,49,1,1,0,0,1,0,1,11,0,6.89769983291626
"54",6,18,49,1,1,0,0,1,0,1,11,0,7.0774998664856
"54",7,19,50,1,1,0,0,1,0,1,11,0,7.10002994537354
"55",1,32,49,1,1,0,1,1,0,1,8,0,6.65415000915527
"55",2,33,49,1,1,0,1,1,0,1,8,0,6.85013008117676
"55",3,34,49,1,1,0,1,1,0,1,8,0,6.8564600944519
"55",4,35,47,1,1,0,1,1,0,1,8,0,6.92363023757935
"55",5,36,48,1,1,0,1,1,0,1,8,0,7.04140996932983
"55",6,37,47,1,1,0,1,1,0,1,8,0,7.13329982757568
"55",7,38,46,1,1,0,1,1,0,1,8,0,7.20785999298096
"56",1,23,51,1,1,1,0,1,0,0,12,0,6.10925006866455
"56",2,24,49,1,1,1,0,1,0,0,12,0,6.16331005096436
"56",3,25,52,1,1,1,0,1,0,0,12,0,6.33328008651733
"56",4,26,52,1,1,1,0,1,0,0,12,0,6.33328008651733
"56",5,27,48,1,1,1,0,1,0,0,12,0,6.4377498626709
"56",6,28,50,1,1,1,0,1,0,0,12,0,6.5861701965332
"56",7,29,50,1,1,1,0,1,0,0,12,0,6.53379011154175
"57",1,21,47,1,0,1,1,1,0,0,11,0,6.04024982452393
"57",2,22,49,1,0,1,1,1,0,0,11,0,6.28972005844116
"57",3,23,49,1,0,1,1,1,0,0,11,0,6.0161600112915
"57",4,24,49,0,0,1,1,1,0,0,11,0,6.57785987854004
"57",5,25,47,0,0,1,1,1,0,0,11,0,6.55108022689819
